Pick,Team,Player,Pos,Age,College,Yrs,Total Value,Signing Bonus,2008 Cap,year
1  ,MIA , Jake Long ,LT,22,Michigan,5,"$57,750,000",-,"$5,000,000",2008
2  ,STL , Chris Long ,DE,23,Virginia,5,"$55,025,000",-,"$2,900,000",2008
3  ,ATL , Matt Ryan ,QB,22,Boston College,6,"$67,500,000","$7,450,000","$6,600,000",2008
4  ,OAK , Darren McFadden ,RB,20,Arkansas,6,"$42,043,750",-,"$2,625,000",2008
5  ,KC , Glenn Dorsey ,DE,22,Louisiana State,5,"$50,425,000",-,"$6,933,250",2008
6  ,NYJ , Vernon Gholston ,LB,21,Ohio State,5,"$50,000,000",-,"$2,320,000",2008
7  ,NO , Sedrick Ellis ,DT,22,Southern California,5,"$33,500,000",-,"$2,236,000",2008
8  ,JAC , Derrick Harvey ,DE,21,Florida,5,"$33,400,000","$2,400,000","$2,090,000",2008
9  ,CIN , Keith Rivers ,OLB,21,Southern California,6,"$23,000,000","$1,225,000","$1,904,166",2008
10  ,NE , Jerod Mayo ,ILB,22,Tennessee,5,"$18,900,000",-,"$1,800,000",2008
11  ,BUF , Leodis McKelvin ,CB,22,Troy,5,"$19,400,000","$5,829,170","$1,460,834",2008
12  ,DEN , Ryan Clady ,LT,21,Boise State,5,"$17,500,000",-,"$1,713,000",2008
13  ,CAR , Jonathan Stewart ,RB,21,Oregon,5,"$20,600,000","$500,000","$1,495,000",2008
14  ,CHI , Chris Williams ,G,22,Vanderbilt,5,"$12,730,000","$500,000","$2,634,000",2008
15  ,KC , Branden Albert ,LT,23,Virginia,5,"$15,800,000","$2,500,000","$4,095,000",2008
16  ,ARI , Dominique Rodgers-Cromartie ,CB,22,Tennessee State,5,"$12,500,000",-,"$1,385,000",2008
17  ,DET , Gosder Cherilus ,RT,23,Boston College,5,"$15,000,000","$500,000","$1,380,000",2008
18  ,BAL , Joe Flacco ,QB,23,Delaware,5,"$29,750,000",-,"$1,300,000",2008
19  ,CAR , Jeff Otah ,T,21,Pittsburgh,5,"$14,330,000","$6,400,000","$1,278,750",2008
20  ,TB , Aqib Talib ,CB,22,Kansas,5,"$14,000,000","$1,500,000","$3,695,000",2008
21  ,ATL , Sam Baker ,LT,22,Southern California,5,"$13,500,000",-,"$1,255,000",2008
22  ,DAL , Felix Jones ,RB,20,Arkansas,5,"$10,530,000","$3,572,500","$1,009,500",2008
23  ,PIT , Rashard Mendenhall ,RB,20,Illinois,5,"$11,005,000",-,"$1,190,000",2008
24  ,TEN , Chris Johnson ,RB,22,East Carolina,5,"$12,100,000","$250,010","$2,037,502",2008
25  ,DAL , Mike Jenkins ,CB,23,South Florida,5,"$9,725,000","$3,100,000","$1,146,000",2008
26  ,HOU , Duane Brown ,LT,22,Virginia Tech,5,"$11,400,000","$500,000","$2,485,000",2008
27  ,SD , Antoine Cason ,CB,21,Arizona,5,"$7,780,000","$2,130,000","$2,576,000",2008
28  ,SEA , Lawrence Jackson ,DE,22,Southern California,5,"$11,250,000","$2,000,000","$1,200,000",2008
29  ,SF , Kentwan Balmer ,DE,21,North Carolina,5,"$11,500,000","$1,600,000","$1,113,000",2008
30  ,NYJ , Dustin Keller ,TE,23,Purdue,5,"$11,750,000","$3,300,000","$1,190,000",2008
31  ,NYG , Kenny Phillips ,FS,21,Miami (FL),5,"$11,150,000","$2,530,000","$1,170,000",2008
32  ,MIA , Phillip Merling ,DE,23,Clemson,4,"$7,455,000","$1,660,000","$710,000",2008
33  ,STL , Donnie Avery ,WR,23,Houston,4,"$4,800,000","$1,824,000","$751,000",2008
34  ,WAS , Devin Thomas ,WR,21,Michigan State,4,"$4,833,000","$1,574,000","$839,500",2008
35  ,KC , Brandon Flowers ,CB,22,Virginia Tech,4,"$4,722,000","$1,520,000","$1,602,000",2008
36  ,GB , Jordy Nelson ,WR,22,Kansas State,4,"$4,643,250","$1,700,000","$800,000",2008
37  ,ATL , Curtis Lofton ,ILB,21,Oklahoma,4,"$4,578,000","$1,640,000","$1,740,000",2008
38  ,SEA , John Carlson ,TE,23,Notre Dame,4,"$4,520,250","$1,500,000","$770,000",2008
39  ,SF , Chilo Rachal ,G,22,Southern California,4,"$3,514,000","$1,488,000","$740,000",2008
40  ,NO , Tracy Porter ,CB,21,Indiana,4,"$4,200,000","$1,420,000","$730,000",2008
41  ,BUF , James Hardy ,WR,22,Indiana,4,"$3,174,000","$1,404,000","$1,533,000",2008
42  ,DEN , Eddie Royal ,WR,21,Virginia Tech,4,"$3,949,830","$1,533,000","$678,250",2008
43  ,MIN , Tyrell Johnson ,S,22,Arkansas State,4,"$3,775,000","$1,470,000","$662,500",2008
44  ,CHI , Matt Forte ,RB,22,Tulane,4,"$3,766,500","$1,533,333","$1,206,500",2008
45  ,DET , Jordon Dizon ,LB,22,Colorado,4,"$3,215,000","$1,530,000","$677,500",2008
46  ,CIN , Jerome Simpson ,WR,22,Coastal Carolina,4,"$3,617,000","$1,487,000","$1,081,750",2008
47  ,PHI , Trevor Laws ,DT,22,Notre Dame,4,"$3,567,000","$1,450,000","$657,500",2008
48  ,WAS , Fred Davis ,TE,22,Southern California,4,"$3,505,000","$1,382,000","$640,500",2008
49  ,PHI , DeSean Jackson ,WR,21,California,4,"$3,469,335","$1,353,000","$633,250",2008
50  ,ARI , Calais Campbell ,DE,21,Miami (FL),4,"$3,405,000","$1,200,000","$595,000",2008
51  ,WAS , Malcolm Kelly ,WR,21,Oklahoma,4,"$3,360,000","$1,264,000","$611,000",2008
52  ,JAC , Quentin Groves ,OLB,23,Auburn,4,"$3,060,000","$1,355,000","$633,750",2008
53  ,PIT , Limas Sweed ,WR,23,Texas,4,"$3,265,000","$1,560,000",-,2008
54  ,TEN , Jason Jones ,DE,21,Eastern Michigan,4,"$3,210,000","$1,100,000","$975,000",2008
55  ,BAL , Ray Rice ,RB,21,Rutgers,4,"$3,159,000","$1,100,000","$570,000",2008
56  ,GB , Brian Brohm ,QB,22,Louisville,3,"$2,050,000","$900,000","$1,080,000",2008
57  ,MIA , Chad Henne ,QB,22,Michigan,4,"$3,130,100","$866,000","$511,500",2008
58  ,TB , Dexter Jackson ,WR,21,Appalachian State,-,-,-,-,2008
59  ,IND , Mike Pollak ,G,23,Arizona State,4,"$3,005,000","$850,000","$507,500",2008
60  ,GB , Pat Lee ,CB,24,Auburn,4,"$2,985,000","$840,000","$505,000",2008
61  ,DAL , Martellus Bennett ,TE,21,Texas A&M,4,"$2,965,000","$820,000","$500,000",2008
